plan,monthlyPrice,tenureMonths,outages,complaints,supportCalls,latePayments,competitorAvailable,monthlyContract,speedMbps,avgMonthlyUsageGb,recentPlanChange,contractRenewalDue,region,churn
Premium,1499,31,8,3,8,0,0,1,500,41,True,False,South,1
Plus,999,4,5,6,4,4,1,0,200,210,False,False,West,0
Basic,699,52,3,4,0,5,1,0,100,106,False,True,North,1
Basic,699,16,6,1,7,0,0,0,100,172,False,False,East,1
Basic,699,47,2,3,4,4,0,0,100,182,False,False,East,1
Premium,1499,57,3,6,2,2,1,1,500,260,True,False,South,1
Ultra,2499,4,1,0,3,5,0,0,1000,210,False,False,North,1
Ultra,2499,8,1,1,4,4,0,0,1000,20,False,False,West,1
Plus,999,60,6,1,2,0,1,1,200,146,False,False,North,0
Basic,699,1,1,1,2,5,0,0,100,98,False,True,West,1
Ultra,2499,22,5,6,7,1,0,0,1000,177,False,False,South,1
Premium,1499,7,4,3,4,2,1,0,500,257,True,False,West,1
Basic,699,21,3,0,5,5,1,0,100,112,False,False,East,1
Basic,699,28,8,3,6,1,1,1,100,57,False,True,West,1
Premium,1499,60,1,0,5,4,0,1,500,117,False,False,North,1
Premium,1499,6,8,4,5,5,1,0,500,109,False,False,East,1
Basic,699,31,3,2,8,2,0,1,100,163,False,False,South,1
Basic,699,43,2,0,2,4,0,1,100,259,False,False,North,1
Plus,999,47,4,2,0,2,1,1,200,209,False,True,South,1
Premium,1499,49,6,2,5,1,0,0,500,156,True,True,North,1
Basic,699,8,1,3,1,2,1,1,100,241,False,True,East,1
Ultra,2499,33,0,5,5,5,0,0,1000,167,False,False,North,0
Plus,999,28,0,4,7,3,1,1,200,160,False,False,West,1
Premium,1499,5,1,3,5,0,1,1,500,199,False,False,West,1
Ultra,2499,46,6,3,3,4,1,0,1000,72,False,False,North,1
Premium,1499,32,5,0,5,5,0,0,500,116,True,True,West,1
Basic,699,47,4,2,2,5,1,0,100,66,False,False,South,1
Basic,699,52,4,3,3,0,1,0,100,135,False,False,West,1
Premium,1499,59,6,7,0,3,0,0,500,78,False,False,East,0
Basic,699,8,5,7,8,3,0,0,100,255,False,False,West,1
Premium,1499,60,8,6,0,1,1,1,500,223,True,False,South,1
Premium,1499,22,8,4,6,5,0,1,500,198,True,False,West,1
Basic,699,34,0,5,7,5,0,0,100,212,False,False,West,1
Premium,1499,18,0,0,2,5,1,1,500,144,False,False,South,1
Plus,999,29,3,6,6,3,0,1,200,244,False,False,West,1
Basic,699,27,1,2,7,5,1,0,100,192,False,False,East,1
Ultra,2499,34,4,5,2,3,0,0,1000,210,False,False,North,1
Ultra,2499,21,4,1,3,2,1,1,1000,170,False,False,West,1
Basic,699,47,7,0,7,3,0,1,100,235,False,False,South,1
Basic,699,5,7,3,1,2,0,0,100,56,False,False,South,1
Plus,999,37,8,5,6,3,0,1,200,302,True,False,South,1
Basic,699,32,7,4,8,2,1,1,100,127,True,False,East,0
Premium,1499,14,7,4,2,4,0,0,500,141,True,True,East,1
Ultra,2499,19,6,0,7,1,1,1,1000,198,True,True,North,1
Ultra,2499,27,0,6,7,1,1,0,1000,147,False,True,South,0
Basic,699,48,5,6,3,1,0,1,100,292,False,False,East,1
Ultra,2499,59,1,5,8,4,1,1,1000,232,False,True,West,1
Premium,1499,5,1,0,0,5,0,0,500,20,False,False,West,1
Premium,1499,4,6,2,3,1,0,1,500,179,True,False,West,1
Ultra,2499,31,2,6,0,2,1,1,1000,183,False,False,South,1
Plus,999,12,0,7,0,2,0,0,200,219,False,True,West,1
Plus,999,10,8,7,4,4,1,0,200,227,False,False,East,1
Ultra,2499,3,1,7,6,5,1,1,1000,222,False,False,North,1
Basic,699,52,3,0,5,1,0,0,100,175,False,False,South,1
Ultra,2499,32,5,0,4,2,0,1,1000,187,False,False,East,1
Ultra,2499,36,4,6,0,2,0,0,1000,225,False,False,East,1
Premium,1499,9,7,3,3,5,1,0,500,334,True,False,East,1
Basic,699,48,6,0,4,3,1,0,100,20,True,False,West,1
Premium,1499,17,4,1,0,2,0,1,500,142,False,True,West,1
Basic,699,22,0,3,5,3,0,0,100,152,False,False,East,1
Premium,1499,50,5,6,0,2,1,0,500,222,True,False,West,1
Ultra,2499,47,3,2,2,5,1,1,1000,104,False,False,North,1
Premium,1499,8,2,5,2,5,1,0,500,223,False,False,West,1
Plus,999,49,2,2,2,2,0,1,200,124,True,False,West,0
Ultra,2499,6,7,6,5,5,1,0,1000,144,True,False,East,1
Plus,999,28,6,0,7,4,0,0,200,283,False,False,South,1
Plus,999,31,8,3,6,5,0,1,200,164,False,False,West,1
Ultra,2499,25,8,0,8,0,1,1,1000,64,False,True,North,1
Plus,999,32,5,0,3,5,1,0,200,218,False,False,South,1
Plus,999,58,3,7,1,2,0,0,200,244,False,False,West,0
Ultra,2499,53,3,2,2,5,1,1,1000,149,False,False,South,1
Ultra,2499,48,2,3,3,3,0,0,1000,162,False,True,West,1
Basic,699,51,5,1,6,0,0,0,100,180,False,False,North,1
Plus,999,15,6,2,7,1,1,1,200,36,False,True,West,1
Premium,1499,9,6,7,3,1,1,0,500,253,False,True,East,0
Plus,999,10,5,0,1,3,0,0,200,243,False,False,East,1
Basic,699,46,6,5,1,3,0,1,100,293,True,False,East,0
Plus,999,13,6,6,0,5,1,1,200,194,False,True,West,1
Premium,1499,59,7,1,1,4,0,0,500,167,False,True,North,1
Plus,999,48,1,1,8,2,1,1,200,130,False,False,West,0
Ultra,2499,38,8,5,1,3,1,1,1000,181,False,False,North,0
Ultra,2499,53,6,7,6,0,0,0,1000,416,False,False,East,1
Premium,1499,44,1,4,3,3,0,1,500,151,False,False,South,1
Basic,699,55,6,2,6,1,0,1,100,48,False,False,East,1
Plus,999,7,2,4,2,5,0,1,200,188,False,False,North,0
Premium,1499,29,3,1,7,2,0,0,500,258,False,False,East,1
Premium,1499,1,8,3,3,1,1,0,500,157,True,False,East,1
Plus,999,21,6,3,4,1,0,1,200,143,False,False,North,0
Ultra,2499,15,3,5,4,3,0,1,1000,166,False,False,South,1
Plus,999,21,4,1,7,3,0,0,200,24,True,False,South,1
Premium,1499,22,8,0,2,4,1,1,500,238,False,False,West,1
Basic,699,49,8,1,6,5,0,1,100,127,False,False,South,1
Premium,1499,21,3,6,5,0,0,0,500,76,False,False,North,1
Ultra,2499,30,4,6,1,3,0,1,1000,142,False,False,South,1
Basic,699,31,3,6,7,0,0,1,100,101,False,False,West,1
Premium,1499,16,1,2,1,3,1,0,500,352,False,False,West,1
Ultra,2499,29,2,0,4,0,1,0,1000,119,False,True,North,1
Ultra,2499,36,7,5,8,3,1,1,1000,157,False,True,North,1
Plus,999,41,5,5,3,0,1,1,200,236,False,True,West,0
Ultra,2499,8,4,3,8,5,1,0,1000,109,False,False,South,1
Ultra,2499,22,4,5,7,3,0,1,1000,190,True,True,North,1
Ultra,2499,13,6,0,3,4,1,1,1000,135,True,False,South,1
Plus,999,10,6,7,8,1,1,0,200,173,False,False,East,1
Basic,699,56,7,7,6,1,1,1,100,236,False,False,South,1
Premium,1499,15,7,6,3,3,1,0,500,241,False,True,West,1
Ultra,2499,24,3,5,5,2,0,1,1000,318,False,False,West,1
Premium,1499,33,2,4,8,3,0,0,500,166,False,False,South,1
Premium,1499,45,4,1,7,4,0,1,500,281,False,True,North,1
Basic,699,23,4,4,0,4,1,1,100,129,False,True,South,1
Premium,1499,32,4,0,4,0,1,0,500,238,False,False,West,0
Basic,699,13,5,4,7,3,1,0,100,80,True,False,West,1
Ultra,2499,21,1,0,0,3,1,0,1000,135,False,False,West,1
Plus,999,18,6,1,5,5,0,1,200,116,True,False,West,1
Plus,999,37,2,2,0,4,0,1,200,196,True,False,North,1
Premium,1499,3,1,1,4,3,1,1,500,240,True,False,East,0
Premium,1499,9,3,7,8,1,0,1,500,166,False,False,East,1
Premium,1499,21,6,4,4,1,1,0,500,122,False,False,South,1
Premium,1499,57,6,5,1,4,0,0,500,39,False,False,North,1
Premium,1499,6,3,0,1,3,0,1,500,306,False,False,East,0
Basic,699,13,5,3,4,0,1,1,100,184,False,False,South,1
Plus,999,60,0,7,1,4,0,0,200,168,False,False,North,0
Basic,699,57,6,3,2,1,0,1,100,183,False,False,North,1
Basic,699,35,0,2,3,4,0,1,100,164,False,False,North,0
Plus,999,52,5,7,5,1,1,1,200,190,False,False,North,1
Plus,999,23,4,7,2,4,1,0,200,252,False,False,West,1
Basic,699,43,2,3,8,5,1,0,100,112,True,True,East,1
Premium,1499,21,0,0,0,5,0,1,500,190,False,True,West,1
Premium,1499,16,1,0,6,5,1,0,500,186,False,False,South,1
Premium,1499,53,3,4,8,5,0,0,500,360,False,False,West,1
Plus,999,16,8,5,8,2,1,0,200,40,True,True,North,0
Premium,1499,44,4,4,4,4,1,1,500,153,False,True,East,1
Basic,699,52,8,7,0,1,0,0,100,220,True,False,West,1
Basic,699,9,5,4,8,1,0,0,100,74,False,True,North,1
Basic,699,47,0,3,7,1,0,0,100,210,False,False,West,1
Premium,1499,53,7,5,5,0,0,1,500,333,False,True,North,1
Ultra,2499,50,3,3,0,1,0,1,1000,176,True,False,West,0
Plus,999,8,2,7,4,3,0,0,200,140,False,True,East,1
Premium,1499,36,2,5,6,2,1,0,500,225,True,False,East,1
Basic,699,38,4,4,1,2,1,1,100,87,False,False,West,0
Ultra,2499,49,8,2,5,3,1,1,1000,241,False,False,West,1
Premium,1499,58,5,7,7,5,0,1,500,219,True,False,East,0
Basic,699,26,7,6,4,2,0,0,100,293,False,False,East,1
Premium,1499,27,8,7,0,2,0,1,500,152,False,False,West,1
Basic,699,55,8,0,4,5,1,1,100,197,False,False,West,1
Plus,999,33,5,0,4,0,1,0,200,167,False,False,South,1
Plus,999,12,5,2,1,1,0,0,200,84,True,False,East,1
Ultra,2499,57,2,7,6,1,1,0,1000,236,False,False,West,1
Ultra,2499,41,1,5,1,1,1,1,1000,187,False,False,South,1
Premium,1499,15,3,5,8,5,1,0,500,186,False,False,East,0
Premium,1499,10,2,7,5,0,0,0,500,188,False,True,North,1
Premium,1499,49,7,3,1,0,0,1,500,294,False,False,South,1
Basic,699,37,8,1,0,2,0,1,100,138,False,False,West,1
Basic,699,40,7,4,0,0,1,1,100,207,False,False,East,0
Premium,1499,23,4,2,1,0,1,0,500,290,True,False,East,0
Plus,999,35,6,5,4,4,0,1,200,121,False,True,East,1
Premium,1499,20,1,5,1,4,0,0,500,244,False,False,West,0
Ultra,2499,54,6,0,6,0,1,1,1000,227,True,False,North,1
Premium,1499,51,8,3,6,4,1,1,500,196,False,False,South,1
Basic,699,45,6,2,2,3,0,1,100,223,False,False,East,1
Ultra,2499,57,0,2,7,3,0,0,1000,274,True,False,East,0
Plus,999,2,4,5,6,4,0,1,200,323,False,False,East,1
Plus,999,36,5,6,3,1,1,1,200,136,False,False,East,1
Basic,699,16,8,7,8,3,0,0,100,169,False,True,North,1
Plus,999,15,7,5,2,1,0,0,200,105,False,True,North,1
Ultra,2499,1,7,1,2,3,1,1,1000,139,False,False,West,1
Basic,699,54,8,1,3,5,0,0,100,175,False,False,South,1
Basic,699,20,4,4,3,2,0,1,100,141,False,False,North,1
Premium,1499,38,5,7,1,0,1,0,500,200,False,False,North,1
Plus,999,33,4,2,2,2,0,1,200,138,True,True,South,0
Basic,699,16,7,7,4,1,1,0,100,222,False,False,North,1
Ultra,2499,37,2,5,1,3,0,0,1000,238,False,False,North,1
Plus,999,49,2,0,1,5,1,0,200,55,False,False,West,1
Premium,1499,19,6,2,1,0,1,1,500,126,True,True,South,1
Plus,999,7,2,4,0,3,1,1,200,135,False,False,East,1
Plus,999,25,2,2,1,5,0,1,200,159,True,False,North,1
Premium,1499,60,6,5,0,4,0,0,500,191,False,False,East,1
Premium,1499,48,7,2,5,2,1,0,500,178,False,False,East,1
Premium,1499,9,1,7,5,3,0,1,500,124,False,False,West,1
Premium,1499,20,4,4,6,5,1,1,500,163,False,True,East,1
Plus,999,21,2,6,4,3,1,0,200,193,False,False,North,1
Basic,699,31,8,4,2,0,0,0,100,226,False,False,West,1
Plus,999,40,3,7,7,3,0,1,200,124,False,False,East,1
Plus,999,17,1,2,5,0,0,0,200,57,False,True,East,1
Plus,999,15,7,2,0,3,1,0,200,118,False,False,West,1
Basic,699,55,6,3,2,1,1,1,100,102,False,False,South,1
Basic,699,34,5,3,7,2,1,0,100,250,False,False,South,0
Premium,1499,52,5,1,0,4,1,0,500,119,False,False,East,1
Basic,699,32,8,3,4,1,0,1,100,127,False,True,East,1
Premium,1499,13,3,4,7,5,0,1,500,212,True,True,North,1
Plus,999,12,4,2,4,1,0,0,200,249,False,True,West,1
Ultra,2499,13,3,2,4,5,0,0,1000,222,False,False,West,1
Plus,999,20,4,7,8,1,0,1,200,95,True,True,South,1
Ultra,2499,60,1,0,2,2,0,0,1000,174,False,True,East,1
Premium,1499,12,0,7,6,4,0,1,500,133,True,False,South,1
Ultra,2499,32,8,5,1,3,1,1,1000,213,False,True,North,0
Basic,699,4,5,4,4,0,0,1,100,190,False,True,South,1
Ultra,2499,9,5,7,5,0,0,0,1000,335,True,False,West,1
Premium,1499,31,4,3,7,5,0,1,500,157,False,False,North,1
Premium,1499,52,5,1,6,1,0,0,500,313,True,False,North,1
Plus,999,27,3,7,2,2,0,0,200,318,True,False,North,1
Plus,999,49,1,0,2,3,0,0,200,209,False,False,West,0
Premium,1499,36,2,5,2,1,0,1,500,219,False,False,West,1
Premium,1499,32,6,3,1,3,0,1,500,268,False,False,North,1
Premium,1499,15,5,4,2,1,1,0,500,172,False,False,West,1
Ultra,2499,48,2,2,6,5,1,1,1000,110,True,False,West,1
Premium,1499,52,5,5,2,1,1,0,500,217,False,False,West,1
Plus,999,24,4,7,8,0,1,1,200,55,False,True,West,1
Plus,999,19,8,7,3,0,0,1,200,355,True,False,East,1
Premium,1499,12,1,1,5,2,0,1,500,312,True,False,East,1
Ultra,2499,40,0,6,8,0,0,1,1000,83,False,False,East,0
Plus,999,28,4,5,4,5,1,1,200,253,False,False,West,1
Premium,1499,47,4,2,0,5,1,0,500,137,False,True,West,1
Premium,1499,38,7,5,0,5,1,1,500,180,False,False,South,1
Plus,999,4,8,1,5,4,0,1,200,196,False,False,East,1
Basic,699,55,3,2,4,3,1,0,100,149,False,False,South,1
Plus,999,14,7,1,0,0,0,1,200,115,False,False,South,1
Ultra,2499,23,7,0,5,1,0,0,1000,135,False,True,North,1
Basic,699,5,4,4,6,2,0,1,100,163,True,False,East,1
Basic,699,14,6,7,5,4,0,1,100,145,False,False,South,1
Premium,1499,3,1,1,7,0,0,0,500,57,False,False,West,1
Ultra,2499,7,8,4,6,3,0,1,1000,157,False,False,West,1
Basic,699,27,2,7,5,4,0,1,100,250,False,False,North,1
Ultra,2499,41,7,7,4,0,0,1,1000,118,True,False,South,1
Ultra,2499,25,1,0,6,0,0,1,1000,213,False,False,North,1
Basic,699,54,0,1,0,1,0,0,100,268,False,True,West,1
Plus,999,56,0,5,1,5,0,0,200,224,False,False,North,1
Plus,999,51,4,1,0,3,1,1,200,203,False,False,North,1
Basic,699,19,4,1,1,3,0,0,100,157,False,False,East,1
Ultra,2499,17,2,5,8,5,1,0,1000,132,False,True,North,1
Ultra,2499,2,2,5,4,2,1,1,1000,184,False,False,East,0
Plus,999,58,1,2,5,2,0,1,200,185,False,False,East,1
Plus,999,19,2,4,2,3,0,0,200,149,False,True,North,1
Premium,1499,19,8,7,7,0,0,0,500,86,True,True,North,1
Plus,999,1,3,1,8,3,1,1,200,216,False,False,West,1
Plus,999,12,8,7,8,0,1,0,200,246,False,True,East,1
Plus,999,3,6,6,6,3,1,0,200,155,False,True,South,1
Ultra,2499,42,4,1,0,2,1,0,1000,173,False,False,East,0
Premium,1499,41,8,4,4,3,1,1,500,151,False,False,South,1
Ultra,2499,8,5,3,4,1,1,0,1000,244,False,True,West,1
Plus,999,60,2,7,6,3,1,1,200,20,False,False,East,1
Premium,1499,50,4,6,4,2,1,0,500,266,False,False,North,1
Basic,699,55,4,3,6,3,1,1,100,211,False,False,South,0
Plus,999,9,3,4,5,5,0,0,200,129,False,False,South,0
Ultra,2499,53,5,7,5,2,0,0,1000,208,False,False,North,1
Plus,999,52,7,6,1,4,0,1,200,169,False,False,North,1
Premium,1499,57,1,1,1,2,0,1,500,181,False,True,East,1
Premium,1499,11,8,1,1,2,1,1,500,22,False,False,North,1
Ultra,2499,57,5,0,5,3,0,0,1000,192,False,False,North,1
Basic,699,4,0,4,4,1,0,0,100,66,True,False,South,1
Ultra,2499,22,6,4,2,3,1,0,1000,161,False,False,South,1
Plus,999,60,2,6,7,3,0,0,200,310,True,True,North,1
Plus,999,56,8,7,1,2,0,1,200,131,False,False,West,1
Premium,1499,9,3,0,6,5,1,1,500,281,False,False,South,1
Plus,999,54,8,1,6,3,1,0,200,315,False,False,East,0
Basic,699,23,8,4,7,2,0,1,100,173,False,False,West,1
Plus,999,42,4,5,7,4,0,0,200,149,False,False,East,1
Basic,699,47,4,2,1,0,0,0,100,105,False,False,West,1
Ultra,2499,29,8,5,4,2,0,0,1000,153,False,False,West,1
Plus,999,48,6,2,3,1,1,0,200,361,False,False,North,1
Plus,999,42,5,5,3,4,1,0,200,222,False,False,South,1
Ultra,2499,43,3,1,2,2,0,1,1000,80,False,False,West,0
Basic,699,15,1,1,1,3,1,0,100,20,False,False,East,1
Ultra,2499,10,4,2,1,2,0,1,1000,147,False,False,South,1
Ultra,2499,5,7,1,3,2,0,1,1000,195,False,False,North,0
Premium,1499,51,4,2,5,3,0,1,500,179,False,False,East,1
Plus,999,55,1,6,1,1,0,0,200,75,False,False,West,1
Plus,999,43,7,7,5,0,1,0,200,228,False,False,South,1
Ultra,2499,56,5,0,6,3,0,0,1000,124,False,False,West,1
Premium,1499,19,1,6,4,4,0,0,500,160,True,False,North,1
Premium,1499,20,0,2,6,5,0,0,500,251,False,False,North,1
Ultra,2499,16,2,3,5,5,0,1,1000,156,False,True,North,1
Premium,1499,26,1,3,0,3,0,1,500,225,True,False,East,1
Premium,1499,20,3,0,0,3,1,1,500,87,False,False,West,0
Ultra,2499,59,4,1,4,3,1,0,1000,286,False,True,South,1
Plus,999,57,5,3,3,5,1,0,200,102,True,False,East,1
Ultra,2499,26,0,7,0,1,1,0,1000,269,False,False,West,1
Ultra,2499,37,5,0,8,2,0,1,1000,215,True,True,West,1
Plus,999,9,6,4,7,2,0,1,200,293,True,False,North,1
Premium,1499,13,6,4,8,1,1,1,500,260,True,True,North,1
Plus,999,1,8,7,1,3,0,0,200,197,False,False,South,1
Basic,699,33,3,1,8,3,0,0,100,25,False,True,North,1
Premium,1499,30,6,0,1,4,0,1,500,197,False,False,East,1
Plus,999,27,2,4,1,2,0,0,200,103,True,True,West,0
Premium,1499,51,1,7,7,1,0,0,500,219,True,False,West,0
Plus,999,8,3,5,2,5,1,1,200,234,False,False,East,1
Plus,999,32,6,5,1,0,0,1,200,155,False,False,East,1
Plus,999,39,1,7,2,3,0,1,200,184,False,False,West,1
Basic,699,56,3,4,1,1,1,0,100,341,False,False,North,1
Premium,1499,38,6,7,5,3,1,1,500,235,False,False,East,1
Basic,699,33,7,3,8,5,0,0,100,157,False,False,East,1
Ultra,2499,31,4,0,5,0,0,0,1000,111,False,True,West,1
Ultra,2499,21,6,6,3,4,1,1,1000,206,False,False,North,1
Basic,699,11,5,3,8,5,0,1,100,258,False,True,West,1
Ultra,2499,53,2,7,6,3,1,1,1000,175,False,False,North,1
Ultra,2499,41,0,3,3,1,1,1,1000,156,False,False,East,1
Basic,699,3,8,4,3,4,1,0,100,194,False,False,South,0
Basic,699,58,0,3,4,0,0,1,100,209,False,False,West,0
Basic,699,59,7,3,2,0,0,0,100,101,False,False,West,1
Ultra,2499,45,5,1,8,2,1,1,1000,61,False,False,West,1
Premium,1499,23,8,7,5,3,1,0,500,241,True,False,North,1
Premium,1499,27,1,0,6,4,0,0,500,101,False,False,East,1
Plus,999,9,7,6,6,4,1,1,200,322,True,True,South,0
Premium,1499,4,3,0,5,1,1,0,500,215,True,False,North,1
Ultra,2499,24,1,3,3,2,0,1,1000,217,False,False,North,1
Ultra,2499,56,1,0,8,2,0,1,1000,177,True,False,South,1
Ultra,2499,35,7,6,1,1,1,1,1000,344,False,True,South,1
Premium,1499,26,1,4,3,0,1,0,500,172,False,False,South,1
Premium,1499,36,5,3,1,1,0,0,500,291,False,False,North,1
Basic,699,56,2,4,1,5,1,0,100,78,False,False,South,0
Ultra,2499,47,3,3,1,1,1,0,1000,302,False,False,West,1
Ultra,2499,56,6,2,1,3,1,1,1000,194,False,False,South,1
Basic,699,32,2,7,4,4,0,0,100,279,False,False,West,1
Basic,699,47,7,6,3,0,0,0,100,172,False,True,East,1
Basic,699,40,6,5,1,4,1,1,100,98,True,True,East,1
Ultra,2499,21,8,6,8,3,0,0,1000,257,False,False,West,1
Ultra,2499,8,2,1,3,5,0,1,1000,225,False,False,North,1
Ultra,2499,41,0,0,2,1,1,1,1000,216,False,False,East,1
Ultra,2499,33,4,3,0,5,0,0,1000,158,False,False,North,1
Premium,1499,28,5,4,1,5,1,1,500,199,False,False,East,1
Plus,999,45,2,0,3,5,0,0,200,170,False,False,West,1
Basic,699,42,3,7,5,2,1,1,100,401,False,False,West,1
Ultra,2499,57,5,3,0,4,0,1,1000,208,False,False,South,1
Basic,699,15,2,2,2,2,1,1,100,148,True,True,South,1
Premium,1499,49,3,5,0,4,1,1,500,200,False,False,West,1
Premium,1499,50,2,6,6,1,0,1,500,70,False,False,South,0
Plus,999,52,8,0,7,0,0,0,200,194,True,False,West,1
Ultra,2499,42,3,6,7,4,0,0,1000,283,False,False,South,1
Plus,999,47,3,7,6,4,0,1,200,127,False,False,South,1
Basic,699,29,3,6,8,0,1,1,100,189,False,True,East,1
Plus,999,31,8,7,3,5,1,0,200,323,True,False,North,1
Premium,1499,60,6,0,3,1,1,0,500,173,False,False,East,1
Ultra,2499,30,2,2,6,5,1,0,1000,43,False,False,West,1
Ultra,2499,48,7,6,7,5,0,1,1000,241,True,False,North,1
Ultra,2499,17,6,3,3,0,1,0,1000,223,False,False,West,1
Premium,1499,9,6,1,0,5,0,0,500,134,True,False,West,1
Ultra,2499,23,1,4,1,4,1,1,1000,145,True,True,East,1
Plus,999,24,7,2,4,3,1,0,200,191,False,False,South,1
Premium,1499,3,0,7,2,4,1,0,500,247,False,False,East,1
Basic,699,2,8,6,6,5,0,1,100,96,False,False,East,1
Premium,1499,5,4,0,4,4,1,0,500,175,False,False,East,1
Premium,1499,51,5,3,6,2,1,0,500,251,False,False,West,1
Plus,999,11,2,6,4,3,0,1,200,183,False,True,North,1
Ultra,2499,1,2,7,5,5,0,1,1000,153,False,False,West,1
Ultra,2499,45,3,0,5,0,1,1,1000,124,False,False,North,1
Ultra,2499,34,1,2,0,3,1,0,1000,280,True,False,North,0
Premium,1499,34,5,3,2,1,1,1,500,155,False,False,East,1
Plus,999,9,1,4,8,4,1,1,200,261,False,True,East,1
Ultra,2499,26,3,3,0,1,0,1,1000,128,False,False,North,1
Premium,1499,48,6,5,1,0,1,0,500,262,False,True,North,1
Ultra,2499,19,0,1,1,3,0,0,1000,95,False,False,South,0
Plus,999,5,4,5,2,4,1,1,200,224,True,False,South,1
Plus,999,36,4,0,5,1,0,1,200,227,True,False,North,1
Plus,999,48,1,1,2,5,1,0,200,31,False,False,East,1
Ultra,2499,21,4,1,8,2,1,0,1000,184,False,True,West,1
Premium,1499,30,1,2,7,5,0,1,500,98,False,False,West,1
Ultra,2499,25,2,3,0,5,0,1,1000,144,False,True,East,1
Ultra,2499,56,1,5,0,0,0,0,1000,267,False,True,West,1
Ultra,2499,28,0,5,0,2,0,1,1000,122,False,False,West,1
Plus,999,53,7,3,1,4,1,1,200,214,False,False,North,1
Premium,1499,56,2,1,6,0,0,0,500,208,True,False,East,1
Premium,1499,12,4,3,2,0,0,0,500,119,False,False,South,1
Ultra,2499,49,2,3,7,3,0,0,1000,214,False,False,South,1
Plus,999,7,4,5,2,1,1,0,200,190,False,False,South,1
Plus,999,33,7,4,2,2,1,1,200,185,False,False,West,1
Basic,699,48,5,0,0,0,1,1,100,201,False,False,South,1
Premium,1499,31,5,0,1,2,1,0,500,161,False,False,East,1
Basic,699,36,0,7,7,4,1,0,100,213,False,False,North,1
Basic,699,19,4,6,6,0,1,1,100,206,True,True,North,1
Ultra,2499,59,5,6,2,3,1,1,1000,198,False,False,East,1
Plus,999,50,6,3,7,3,1,1,200,241,False,False,East,1
Basic,699,11,3,4,4,1,0,0,100,104,False,True,West,1
Premium,1499,33,4,1,8,5,1,0,500,216,False,False,South,1
Premium,1499,35,0,5,3,1,0,1,500,153,True,True,South,1
Basic,699,53,1,7,0,1,1,1,100,145,False,False,West,0
Plus,999,29,2,2,3,4,0,1,200,229,False,True,West,1
Plus,999,23,8,5,8,2,0,0,200,141,False,False,East,1
Ultra,2499,20,0,7,4,3,1,0,1000,279,False,True,West,1
Ultra,2499,7,7,5,6,2,1,1,1000,130,False,False,North,1
Plus,999,48,4,4,2,2,0,0,200,175,False,False,East,1
Basic,699,38,2,4,1,2,0,1,100,210,False,False,North,1
Ultra,2499,55,1,7,0,5,1,1,1000,155,False,True,East,1
Plus,999,32,5,2,0,0,1,1,200,145,False,False,North,1
Premium,1499,5,5,7,3,1,1,1,500,310,False,False,North,1
Basic,699,13,4,1,7,4,0,0,100,63,False,False,East,1
Basic,699,43,4,5,1,2,1,0,100,169,False,False,East,1
Plus,999,35,7,3,6,4,0,1,200,194,True,False,North,1
Basic,699,35,4,3,8,4,0,1,100,67,False,False,South,0
Plus,999,13,0,0,7,0,1,1,200,200,False,False,South,1
Basic,699,25,0,4,5,5,0,0,100,150,False,False,West,1
Basic,699,2,2,7,6,1,0,1,100,212,False,True,West,1
Ultra,2499,40,5,0,4,1,0,1,1000,199,False,False,North,1
Plus,999,23,3,5,2,1,1,1,200,183,False,True,East,0
Ultra,2499,57,3,4,5,0,0,1,1000,254,False,False,East,1
Basic,699,41,6,0,0,4,1,0,100,56,False,False,East,1
Plus,999,8,6,4,1,0,0,0,200,212,False,False,North,0
Plus,999,45,5,4,2,3,0,0,200,160,False,False,South,1
Premium,1499,14,5,7,3,4,1,1,500,219,False,False,South,1
Basic,699,42,7,4,7,2,0,1,100,29,False,False,West,1
Basic,699,11,8,5,6,1,0,1,100,248,False,False,West,1
Basic,699,48,0,1,2,1,0,0,100,301,False,False,West,1
Plus,999,42,4,2,1,2,1,0,200,203,False,False,East,1
Ultra,2499,19,8,3,6,4,0,0,1000,175,False,False,East,1
Plus,999,22,3,5,2,0,1,0,200,158,False,False,East,0
Ultra,2499,55,0,6,8,5,0,1,1000,114,False,False,West,1
Ultra,2499,58,1,0,8,0,0,0,1000,101,False,False,South,1
Basic,699,46,2,3,5,2,0,0,100,217,True,False,South,1
Plus,999,36,5,4,1,2,0,0,200,105,False,True,South,1
Plus,999,8,4,4,5,1,1,0,200,171,False,True,East,1
Ultra,2499,32,8,7,7,4,0,0,1000,111,False,False,North,1
Ultra,2499,35,4,2,3,1,1,0,1000,150,False,False,West,1
Basic,699,14,3,6,3,0,0,1,100,231,False,False,South,1
Basic,699,23,4,5,5,1,1,1,100,219,False,False,West,1
Plus,999,57,3,5,6,2,0,0,200,118,True,False,West,1
Basic,699,39,5,0,7,5,1,1,100,164,False,False,South,1
Basic,699,37,1,4,8,5,1,1,100,169,False,True,North,1
Basic,699,3,2,4,1,2,1,0,100,303,False,False,West,0
Ultra,2499,14,5,3,3,1,1,0,1000,59,True,False,West,1
Ultra,2499,33,6,5,8,5,1,0,1000,297,True,False,North,1
Ultra,2499,23,1,4,4,3,0,1,1000,103,False,False,East,1
Basic,699,2,5,5,7,3,0,0,100,101,False,False,South,1
Ultra,2499,3,8,5,8,3,1,0,1000,85,False,False,East,1
